frequency_score,sentiment_score,value,company
0.6,0.3,Performance,Goldman Sachs
-0.8,-1.3,Respect,Goldman Sachs
1.9,-0.2,Agility,Groupon
0.6,0.5,Collaboration,Groupon
-1,-0.7,Customer,Groupon
-0.9,1.1,Diversity,Groupon
1.4,-0.2,Execution,Groupon
-0.8,2.1,Innovation,Groupon
-0.1,-1.1,Integrity,Groupon
-0.4,-0.3,Performance,Groupon
-0.6,-1.2,Respect,Groupon
0.8,-0.2,Agility,Grubhub
0.4,0.1,Collaboration,Grubhub
0.7,-0.3,Customer,Grubhub
-1.7,0.6,Diversity,Grubhub
0.9,-0.1,Execution,Grubhub
-1.3,2.4,Innovation,Grubhub
1.1,-1.2,Integrity,Grubhub
-1.1,-0.2,Performance,Grubhub
0.1,-1.2,Respect,Grubhub
2,-1.6,Agility,GlaxoSmithKline
0.1,0.6,Collaboration,GlaxoSmithKline
-0.7,1.4,Customer,GlaxoSmithKline
-1.2,0.8,Diversity,GlaxoSmithKline
0.9,-0.7,Execution,GlaxoSmithKline
0.7,1.1,Innovation,GlaxoSmithKline
-0.3,0,Integrity,GlaxoSmithKline
-0.4,-1.1,Performance,GlaxoSmithKline
-1.1,-0.5,Respect,GlaxoSmithKline
-0.3,-1.5,Agility,H-E-B
0.4,0.7,Collaboration,H-E-B
2,1,Customer,H-E-B
-0.9,1.1,Diversity,H-E-B
0.3,-1,Execution,H-E-B
-1.5,1.3,Innovation,H-E-B
0.1,-1,Integrity,H-E-B
-0.9,0.1,Performance,H-E-B
0.8,-0.6,Respect,H-E-B
-0.1,-0.6,Agility,H&M
0.9,1.2,Collaboration,H&M
0.3,-0.2,Customer,H&M
-0.7,1.7,Diversity,H&M
1.6,-1.1,Execution,H&M
-1.8,1,Innovation,H&M
0.5,-0.7,Integrity,H&M
-1.1,-0.1,Performance,H&M
0.5,-1.1,Respect,H&M
1.9,-1.2,Agility,Halliburton
0.7,0.6,Collaboration,Halliburton
-1.2,0.3,Customer,Halliburton
-0.8,0.8,Diversity,Halliburton
1.2,0,Execution,Halliburton
-0.7,2.1,Innovation,Halliburton
-0.3,-0.8,Integrity,Halliburton
-0.7,-0.6,Performance,Halliburton
0,-1.2,Respect,Halliburton
2,-1.1,Agility,Harris
0.7,0.8,Collaboration,Harris
-0.9,0.5,Customer,Harris
-1.4,0.4,Diversity,Harris
0.9,-0.6,Execution,Harris
-0.5,2.1,Innovation,Harris
-0.3,-0.4,Integrity,Harris
0.2,-1,Performance,Harris
-0.8,-0.7,Respect,Harris
-0.5,-0.8,Agility,Harris Teeter
-0.4,1.2,Collaboration,Harris Teeter
2.1,1.6,Customer,Harris Teeter
-0.8,0,Diversity,Harris Teeter
1,-0.7,Execution,Harris Teeter
-1.1,1.2,Innovation,Harris Teeter
0,-0.7,Integrity,Harris Teeter
-0.9,-0.9,Performance,Harris Teeter
0.7,-0.8,Respect,Harris Teeter
2.1,-1.4,Agility,HBO
1.3,0.4,Collaboration,HBO
-1.3,-1.8,Customer,HBO
-0.3,-0.4,Diversity,HBO
-0.4,0.4,Execution,HBO
-0.1,1.5,Innovation,HBO
-0.8,0.1,Integrity,HBO
-0.5,0.2,Performance,HBO
0,1,Respect,HBO
0.7,-0.9,Agility,HCA Healthcare
0.3,1.4,Collaboration,HCA Healthcare
1.3,0.6,Customer,HCA Healthcare
-1,0,Diversity,HCA Healthcare
1.6,-0.9,Execution,HCA Healthcare
-1.1,1.9,Innovation,HCA Healthcare
0,-0.2,Integrity,HCA Healthcare
-1.3,-0.8,Performance,HCA Healthcare
-0.4,-1,Respect,HCA Healthcare
1.2,-0.4,Agility,HCL Technologies
-0.3,0.7,Collaboration,HCL Technologies
-0.2,0.5,Customer,HCL Technologies
-1,0,Diversity,HCL Technologies
2.2,-0.3,Execution,HCL Technologies
-1.2,2.3,Innovation,HCL Technologies
-0.3,-1,Integrity,HCL Technologies
0.1,-1.1,Performance,HCL Technologies
-0.5,-0.7,Respect,HCL Technologies
-0.6,-0.8,Agility,HCR ManorCare
1.1,1.3,Collaboration,HCR ManorCare
1.4,0.5,Customer,HCR ManorCare
-1.2,0.7,Diversity,HCR ManorCare
1.1,-0.9,Execution,HCR ManorCare
-1.3,1.6,Innovation,HCR ManorCare
0.1,-0.6,Integrity,HCR ManorCare
-1.1,-1.3,Performance,HCR ManorCare
0.4,-0.6,Respect,HCR ManorCare
2.4,-1.1,Agility,HCSC
0.2,0.1,Collaboration,HCSC
-0.9,0.7,Customer,HCSC
-0.3,2.5,Diversity,HCSC
0.9,-0.6,Execution,HCSC
-1,-0.1,Innovation,HCSC
-0.1,-0.2,Integrity,HCSC
-0.6,-0.6,Performance,HCSC
-0.5,-0.7,Respect,HCSC
0.9,-1,Agility,HD Supply
0.8,1.5,Collaboration,HD Supply
-0.1,2,Customer,HD Supply
-1.2,-0.3,Diversity,HD Supply
1.8,0.2,Execution,HD Supply
-1.4,-0.4,Innovation,HD Supply
0.1,-0.8,Integrity,HD Supply
-0.9,-0.5,Performance,HD Supply
-0.1,-0.7,Respect,HD Supply
1.6,-1.1,Agility,Henkel
1,1.5,Collaboration,Henkel
-1.1,-0.6,Customer,Henkel
-0.9,0.8,Diversity,Henkel
1.5,-0.4,Execution,Henkel
-0.6,1.7,Innovation,Henkel
-0.7,-0.9,Integrity,Henkel
-0.1,-0.4,Performance,Henkel
-0.6,-0.7,Respect,Henkel
1.8,-1.2,Agility,The Hershey Company
0.6,1.3,Collaboration,The Hershey Company
-1.5,2.1,Customer,The Hershey Company
-0.5,0,Diversity,The Hershey Company
1.1,0,Execution,The Hershey Company
-1.3,-0.2,Innovation,The Hershey Company
0,-0.7,Integrity,The Hershey Company
0.2,-0.6,Performance,The Hershey Company
-0.3,-0.7,Respect,The Hershey Company
0.2,-0.6,Agility,Hertz
-0.1,2.2,Collaboration,Hertz
1.1,0.5,Customer,Hertz
-1.2,0.7,Diversity,Hertz
1.7,-0.7,Execution,Hertz
-1.5,-0.1,Innovation,Hertz
0.6,-1.4,Integrity,Hertz
-0.8,0.3,Performance,Hertz
0,-0.9,Respect,Hertz
1.8,-0.7,Agility,Highmark Health
0.5,0.6,Collaboration,Highmark Health
-0.2,0.5,Customer,Highmark Health
-1.5,0.1,Diversity,Highmark Health
1.3,-0.5,Execution,Highmark Health
-1.1,2.2,Innovation,Highmark Health
-0.1,0.1,Integrity,Highmark Health
-0.7,-1,Performance,Highmark Health
0,-1.3,Respect,Highmark Health
1.6,-0.6,Agility,Hill-Rom
0.5,0.9,Collaboration,Hill-Rom
1,2,Customer,Hill-Rom
-1.3,-0.6,Diversity,Hill-Rom
0.9,-0.5,Execution,Hill-Rom
-0.5,1.2,Innovation,Hill-Rom
-0.1,-0.8,Integrity,Hill-Rom
-1.4,-1,Performance,Hill-Rom
-0.7,-0.5,Respect,Hill-Rom
0.1,-1.3,Agility,Hilton
1,0.8,Collaboration,Hilton
1.3,0.7,Customer,Hilton
-1.1,0.7,Diversity,Hilton
1.4,-0.3,Execution,Hilton
-1.3,1.9,Innovation,Hilton
-0.2,-0.6,Integrity,Hilton
-1.1,-0.9,Performance,Hilton
-0.1,-1,Respect,Hilton
-0.5,-0.2,Agility,Home Instead Senior Care
-0.5,1.9,Collaboration,Home Instead Senior Care
2.6,1.5,Customer,Home Instead Senior Care
-0.5,-1,Diversity,Home Instead Senior Care
-0.2,0,Execution,Home Instead Senior Care
-0.8,-1.2,Innovation,Home Instead Senior Care
0.4,-0.7,Integrity,Home Instead Senior Care
-0.6,0.1,Performance,Home Instead Senior Care
0.1,-0.4,Respect,Home Instead Senior Care
1.8,-1.1,Agility,Honeywell
0.1,0.3,Collaboration,Honeywell
-1,-0.3,Customer,Honeywell
-1.1,1.8,Diversity,Honeywell
1.7,0,Execution,Honeywell
-0.4,1.4,Innovation,Honeywell
-0.4,-0.7,Integrity,Honeywell
-0.2,0,Performance,Honeywell
-0.5,-1.4,Respect,Honeywell
1.3,-0.2,Agility,Hospira
0.8,0.5,Collaboration,Hospira
-1.1,0.6,Customer,Hospira
-1.4,2.4,Diversity,Hospira
1.5,-0.6,Execution,Hospira
-0.8,-0.3,Innovation,Hospira
0.5,-0.8,Integrity,Hospira
-0.6,-0.8,Performance,Hospira
-0.1,-0.8,Respect,Hospira
2.1,-1.5,Agility,Hewlett Packard Enterprise
0.5,1,Collaboration,Hewlett Packard Enterprise
-0.6,0.3,Customer,Hewlett Packard Enterprise
-1.2,1.2,Diversity,Hewlett Packard Enterprise
1,-0.3,Execution,Hewlett Packard Enterprise
0.2,1.5,Innovation,Hewlett Packard Enterprise
-0.7,-0.2,Integrity,Hewlett Packard Enterprise
-0.4,-1.2,Performance,Hewlett Packard Enterprise
-0.8,-0.7,Respect,Hewlett Packard Enterprise
2.2,-1.7,Agility,HP Inc.
0.7,1,Collaboration,HP Inc.
-1,0.1,Customer,HP Inc.
-0.7,1.8,Diversity,HP Inc.
0.5,-0.8,Execution,HP Inc.
0.6,0.6,Innovation,HP Inc.
-0.6,0.2,Integrity,HP Inc.
-0.7,-1,Performance,HP Inc.
-1,-0.1,Respect,HP Inc.
2.4,-1.2,Agility,HSBC Holdings
0.3,0.9,Collaboration,HSBC Holdings
-0.6,0.4,Customer,HSBC Holdings
-0.5,2.3,Diversity,HSBC Holdings
0.7,-0.6,Execution,HSBC Holdings
-0.9,-0.4,Innovation,HSBC Holdings
-0.1,-0.6,Integrity,HSBC Holdings
-0.5,-0.3,Performance,HSBC Holdings
-0.8,-0.6,Respect,HSBC Holdings
0.8,-0.7,Agility,Huawei Technologies
0.7,-0.2,Collaboration,Huawei Technologies
-1.1,0.8,Customer,Huawei Technologies
-0.5,0,Diversity,Huawei Technologies
1.5,-1.1,Execution,Huawei Technologies
1.3,2.2,Innovation,Huawei Technologies
-1,-1,Integrity,Huawei Technologies
-1,0.7,Performance,Huawei Technologies
-0.6,-0.6,Respect,Huawei Technologies
1.3,-0.8,Agility,Humana
0.4,-0.1,Collaboration,Humana
-0.7,0.6,Customer,Humana
-0.7,1.4,Diversity,Humana
1.9,-0.5,Execution,Humana
-1.2,2,Innovation,Humana
0.1,-0.8,Integrity,Humana
-0.9,-0.7,Performance,Humana
-0.3,-0.9,Respect,Humana
0.2,-0.8,Agility,Huntington National Bank
-0.1,0.6,Collaboration,Huntington National Bank
1.8,1.5,Customer,Huntington National Bank
-1,0.9,Diversity,Huntington National Bank
1.2,-1.2,Execution,Huntington National Bank
-1.6,1.2,Innovation,Huntington National Bank
0.5,-0.3,Integrity,Huntington National Bank
-0.7,-0.6,Performance,Huntington National Bank
-0.5,-1.3,Respect,Huntington National Bank
-0.5,-0.9,Agility,Hy-Vee
0.1,0.6,Collaboration,Hy-Vee
1.9,1.8,Customer,Hy-Vee
-0.8,0,Diversity,Hy-Vee
0.9,-0.3,Execution,Hy-Vee
-1.3,1.4,Innovation,Hy-Vee
-0.3,-0.6,Integrity,Hy-Vee
-0.9,-1.2,Performance,Hy-Vee
1,-0.8,Respect,Hy-Vee
-0.2,-1,Agility,Hyatt
1,0.6,Collaboration,Hyatt
1.4,1.4,Customer,Hyatt
-1.1,1.3,Diversity,Hyatt
1.3,-1,Execution,Hyatt
-1.3,1,Innovation,Hyatt
0,-1.1,Integrity,Hyatt
-1.3,-0.7,Performance,Hyatt
0.2,-0.5,Respect,Hyatt
2.5,-1.1,Agility,IBM
0.1,0.3,Collaboration,IBM
-0.3,-0.2,Customer,IBM
-1.1,1.7,Diversity,IBM
0.4,-0.2,Execution,IBM
0.3,1.6,Innovation,IBM
-0.8,-0.4,Integrity,IBM
-0.3,-0.9,Performance,IBM
-0.8,-1,Respect,IBM
1.3,-0.8,Agility,Illumina
1,0.9,Collaboration,Illumina
-1.1,-0.1,Customer,Illumina
-0.9,-0.3,Diversity,Illumina
0.9,-1,Execution,Illumina
1.2,2.4,Innovation,Illumina
-0.9,-0.2,Integrity,Illumina
-0.7,-0.6,Performance,Illumina
-0.9,-0.4,Respect,Illumina
-0.6,-0.5,Agility,In-N-Out Burger
1.2,2.2,Collaboration,In-N-Out Burger
1.4,1.2,Customer,In-N-Out Burger
-0.8,-0.2,Diversity,In-N-Out Burger
0.2,-0.8,Execution,In-N-Out Burger
-1.5,-1.2,Innovation,In-N-Out Burger
0,-0.3,Integrity,In-N-Out Burger
-1,0.2,Performance,In-N-Out Burger
1.1,-0.6,Respect,In-N-Out Burger
1.9,-0.4,Agility,Infor
0.9,0.3,Collaboration,Infor
-0.2,0,Customer,Infor
-1.4,-0.6,Diversity,Infor
1.1,0.3,Execution,Infor
-0.1,2.5,Innovation,Infor
-0.7,-1.3,Integrity,Infor
-0.7,-0.7,Performance,Infor
-0.8,-0.1,Respect,Infor
2,-1.3,Agility,Infosys
-0.5,0.5,Collaboration,Infosys
-0.4,0.8,Customer,Infosys
-1.1,0.6,Diversity,Infosys
1.4,0.2,Execution,Infosys
-0.2,1.7,Innovation,Infosys
-0.6,-0.1,Integrity,Infosys
0.3,-1.4,Performance,Infosys
-1,-1.1,Respect,Infosys
2,-1.8,Agility,Ingersoll Rand
0.7,0.8,Collaboration,Ingersoll Rand
-1,1.4,Customer,Ingersoll Rand
-0.7,0.7,Diversity,Ingersoll Rand
1.2,0.3,Execution,Ingersoll Rand
-0.9,0.7,Innovation,Ingersoll Rand
-0.5,-0.4,Integrity,Ingersoll Rand
-0.7,-0.4,Performance,Ingersoll Rand
0,-1.3,Respect,Ingersoll Rand
1.8,-0.9,Agility,Ingram Micro
1.2,1.3,Collaboration,Ingram Micro
-0.9,-0.3,Customer,Ingram Micro
-0.9,1.7,Diversity,Ingram Micro
1.1,-0.1,Execution,Ingram Micro
-1,1.1,Innovation,Ingram Micro
-0.5,-0.9,Integrity,Ingram Micro
-0.5,-0.9,Performance,Ingram Micro
-0.3,-0.9,Respect,Ingram Micro
0.1,-0.3,Agility,Instacart
-0.8,0.3,Collaboration,Instacart
2.1,-0.1,Customer,Instacart
-1,-0.7,Diversity,Instacart
0,1.5,Execution,Instacart
-0.9,1.9,Innovation,Instacart
1.3,-1.1,Integrity,Instacart
-0.7,-0.5,Performance,Instacart
-0.1,-1,Respect,Instacart
2.3,-1.3,Agility,Intel Corporation
0.4,0.1,Collaboration,Intel Corporation
-1.3,-0.4,Customer,Intel Corporation
-0.7,0.8,Diversity,Intel Corporation
0.3,0.1,Execution,Intel Corporation
0.5,2.3,Innovation,Intel Corporation
-0.6,0,Integrity,Intel Corporation
0.1,-0.7,Performance,Intel Corporation
-0.8,-0.8,Respect,Intel Corporation
1.1,-1.1,Agility,InterContinental Hotels Group
1.6,0,Collaboration,InterContinental Hotels Group
0.3,1,Customer,InterContinental Hotels Group
-0.8,1.6,Diversity,InterContinental Hotels Group
1.2,-0.7,Execution,InterContinental Hotels Group
-1.2,1.5,Innovation,InterContinental Hotels Group
-0.4,-0.8,Integrity,InterContinental Hotels Group
-1.1,-0.9,Performance,InterContinental Hotels Group
-0.5,-0.5,Respect,InterContinental Hotels Group
1.7,-0.8,Agility,Intermountain Healthcare
-0.1,0.3,Collaboration,Intermountain Healthcare
1.2,1.2,Customer,Intermountain Healthcare
-1.3,-0.6,Diversity,Intermountain Healthcare
0.8,-0.5,Execution,Intermountain Healthcare
-1,2.2,Innovation,Intermountain Healthcare
0.1,-0.1,Integrity,Intermountain Healthcare
-1,-1.1,Performance,Intermountain Healthcare
-0.5,-0.5,Respect,Intermountain Healthcare
2.2,-1.8,Agility,Intuit
0.3,0.2,Collaboration,Intuit
0.3,1.8,Customer,Intuit
-1.3,0.2,Diversity,Intuit
0.3,-0.8,Execution,Intuit
0.5,1.1,Innovation,Intuit
-0.6,0.2,Integrity,Intuit
-0.7,-0.7,Performance,Intuit
-1,-0.1,Respect,Intuit
1.9,-0.7,Agility,Illinois Tool Works
0.2,0.6,Collaboration,Illinois Tool Works
-0.9,0.2,Customer,Illinois Tool Works
-0.8,1.3,Diversity,Illinois Tool Works
1.7,-0.2,Execution,Illinois Tool Works
-0.5,1.7,Innovation,Illinois Tool Works
-0.6,-0.9,Integrity,Illinois Tool Works
-0.6,-0.3,Performance,Illinois Tool Works
-0.5,-1.7,Respect,Illinois Tool Works
-0.1,-0.9,Agility,J. C. Penney
0.1,1.4,Collaboration,J. C. Penney
1.8,0.5,Customer,J. C. Penney
-1,0.6,Diversity,J. C. Penney
0.9,-0.8,Execution,J. C. Penney
-1.5,1.7,Innovation,J. C. Penney
0,-1,Integrity,J. C. Penney
-0.9,-0.4,Performance,J. C. Penney
0.9,-1,Respect,J. C. Penney
-0.2,-1.1,Agility,J.Crew
0.5,1.2,Collaboration,J.Crew
1.7,1.1,Customer,J.Crew
-0.9,0.1,Diversity,J.Crew
1.1,-0.7,Execution,J.Crew
-1.4,1.7,Innovation,J.Crew
-0.3,-0.7,Integrity,J.Crew
-1.2,-0.7,Performance,J.Crew
0.6,-0.9,Respect,J.Crew
2.4,-1.9,Agility,Johnson & Johnson
0.7,0.3,Collaboration,Johnson & Johnson
-0.7,1.7,Customer,Johnson & Johnson
-0.7,1,Diversity,Johnson & Johnson
0.4,-0.5,Execution,Johnson & Johnson
-0.1,-0.1,Innovation,Johnson & Johnson
-0.5,0.5,Integrity,Johnson & Johnson
-0.6,-1.1,Performance,Johnson & Johnson
-0.9,0,Respect,Johnson & Johnson
0.7,-0.2,Agility,Jabil
0.4,0.2,Collaboration,Jabil
-1.2,0.4,Customer,Jabil
-0.5,0,Diversity,Jabil
2.3,-0.1,Execution,Jabil
-0.8,2.5,Innovation,Jabil
-0.1,-1.1,Integrity,Jabil
-0.9,-0.8,Performance,Jabil
0.2,-0.8,Respect,Jabil
1.3,-0.5,Agility,Jack Henry & Associates
0.9,-0.5,Collaboration,Jack Henry & Associates
0.1,2,Customer,Jack Henry & Associates
-1.8,-1.4,Diversity,Jack Henry & Associates
1.2,-0.7,Execution,Jack Henry & Associates
-1,1,Innovation,Jack Henry & Associates
0.1,0.9,Integrity,Jack Henry & Associates
0.1,-0.5,Performance,Jack Henry & Associates
-1,-0.3,Respect,Jack Henry & Associates
-0.4,-0.5,Agility,Jack in the Box
0.2,0.4,Collaboration,Jack in the Box
1.7,0.9,Customer,Jack in the Box
-0.9,-0.8,Diversity,Jack in the Box
0.3,-1.2,Execution,Jack in the Box
-1.2,1.9,Innovation,Jack in the Box
0.1,-0.7,Integrity,Jack in the Box
-1.2,0.9,Performance,Jack in the Box
1.4,-0.9,Respect,Jack in the Box
1.4,-1.4,Agility,Jacobs
0.8,0.4,Collaboration,Jacobs
-0.8,0.6,Customer,Jacobs
-0.8,1.6,Diversity,Jacobs
1.7,0.1,Execution,Jacobs
-1.3,1.3,Innovation,Jacobs
-0.2,-0.4,Integrity,Jacobs
-0.6,-0.8,Performance,Jacobs
-0.3,-1.3,Respect,Jacobs
0.5,-1.3,Agility,JetBlue
0,1.5,Collaboration,JetBlue
1.3,1.2,Customer,JetBlue
-1,0.4,Diversity,JetBlue
0.9,-0.8,Execution,JetBlue
-1.5,1.1,Innovation,JetBlue
1.1,-0.2,Integrity,JetBlue
-1.3,-1,Performance,JetBlue
0.1,-0.9,Respect,JetBlue
2,-1.6,Agility,Johnson Controls
0.5,0.5,Collaboration,Johnson Controls
-0.4,-0.1,Customer,Johnson Controls
-1,1.1,Diversity,Johnson Controls
1.1,-0.1,Execution,Johnson Controls
-0.8,1.7,Innovation,Johnson Controls
0.3,-0.1,Integrity,Johnson Controls
-0.9,0.2,Performance,Johnson Controls
-0.8,-1.5,Respect,Johnson Controls
0.7,-0.7,Agility,JoS. A. Bank
-0.3,0.4,Collaboration,JoS. A. Bank
1.7,1.1,Customer,JoS. A. Bank
-0.6,-0.1,Diversity,JoS. A. Bank
0.6,-0.4,Execution,JoS. A. Bank
-1.6,2.2,Innovation,JoS. A. Bank
0.3,-1,Integrity,JoS. A. Bank
-1.3,-0.5,Performance,JoS. A. Bank
0.5,-0.9,Respect,JoS. A. Bank
2.4,-1.3,Agility,JPMorgan Chase & Co.
0.4,0.7,Collaboration,JPMorgan Chase & Co.
-0.5,0.8,Customer,JPMorgan Chase & Co.
-0.8,1.3,Diversity,JPMorgan Chase & Co.
0.7,-0.4,Execution,JPMorgan Chase & Co.
-0.9,1.5,Innovation,JPMorgan Chase & Co.
-0.4,-0.8,Integrity,JPMorgan Chase & Co.
-0.2,-0.5,Performance,JPMorgan Chase & Co.
-0.7,-1.1,Respect,JPMorgan Chase & Co.
1.6,-1.6,Agility,Juniper Networks
0.5,-0.3,Collaboration,Juniper Networks
-0.9,0.8,Customer,Juniper Networks
-1.2,0.4,Diversity,Juniper Networks
0.9,-0.8,Execution,Juniper Networks
1.2,1.8,Innovation,Juniper Networks
-0.7,0.9,Integrity,Juniper Networks
-0.8,-0.6,Performance,Juniper Networks
-0.7,-0.6,Respect,Juniper Networks
2.1,-1.3,Agility,Kaiser Permanente
0.5,0.5,Collaboration,Kaiser Permanente
0.1,1.2,Customer,Kaiser Permanente
-1,1.4,Diversity,Kaiser Permanente
1,-0.8,Execution,Kaiser Permanente
-0.9,1.2,Innovation,Kaiser Permanente
-0.5,-0.6,Integrity,Kaiser Permanente
-0.9,-0.9,Performance,Kaiser Permanente
-0.5,-0.6,Respect,Kaiser Permanente
0,-0.9,Agility,Kate Spade & Company
1.4,1.3,Collaboration,Kate Spade & Company
0.5,1.9,Customer,Kate Spade & Company
-0.4,0.6,Diversity,Kate Spade & Company
1,-0.5,Execution,Kate Spade & Company
-1.7,-0.1,Innovation,Kate Spade & Company
0.3,-1.1,Integrity,Kate Spade & Company
-1.6,-0.3,Performance,Kate Spade & Company
0.4,-1.1,Respect,Kate Spade & Company
1.6,-1.3,Agility,KBR
0.5,1.4,Collaboration,KBR
-0.9,0.9,Customer,KBR
-0.8,0.1,Diversity,KBR
1.2,0.8,Execution,KBR
-1.4,-1.2,Innovation,KBR
0.1,0,Integrity,KBR
-1,-1.5,Performance,KBR
0.7,0.6,Respect,KBR
1.6,-1.3,Agility,Kellogg Company
0.4,0.8,Collaboration,Kellogg Company
-1.3,0.6,Customer,Kellogg Company
-0.7,1.7,Diversity,Kellogg Company
1.4,-0.2,Execution,Kellogg Company
-0.9,1,Innovation,Kellogg Company
0.6,-1.1,Integrity,Kellogg Company
-0.9,-0.4,Performance,Kellogg Company
-0.3,-1.1,Respect,Kellogg Company
1.3,-1.3,Agility,KeyBank
0.2,1.2,Collaboration,KeyBank
0.8,0.3,Customer,KeyBank
-1,2,Diversity,KeyBank
1.6,-0.8,Execution,KeyBank
-1.5,-0.2,Innovation,KeyBank
-0.2,-0.8,Integrity,KeyBank
-0.5,0.3,Performance,KeyBank
-0.7,-0.7,Respect,KeyBank
-0.7,0.2,Agility,KFC
0.7,1,Collaboration,KFC
1.7,2,Customer,KFC
-0.8,0,Diversity,KFC
0.1,-1.1,Execution,KFC
-1.3,0.5,Innovation,KFC
0,-1.1,Integrity,KFC
-1,-0.7,Performance,KFC
1.4,-0.8,Respect,KFC
1.3,-0.4,Agility,Kiewit Corporation
0.2,1.8,Collaboration,Kiewit Corporation
-1.8,-1.5,Customer,Kiewit Corporation
0,-0.4,Diversity,Kiewit Corporation
1.3,0.6,Execution,Kiewit Corporation
-1.3,1.4,Innovation,Kiewit Corporation
0.6,-0.3,Integrity,Kiewit Corporation
-0.5,-0.7,Performance,Kiewit Corporation
0.2,-0.5,Respect,Kiewit Corporation
2.2,-1.8,Agility,Kimberly-Clark
0.9,0.6,Collaboration,Kimberly-Clark
-1,1.5,Customer,Kimberly-Clark
-0.7,0.1,Diversity,Kimberly-Clark
0.5,-0.6,Execution,Kimberly-Clark
-0.2,-0.4,Innovation,Kimberly-Clark
-0.5,1.1,Integrity,Kimberly-Clark
-0.1,-1,Performance,Kimberly-Clark
-1.1,0.5,Respect,Kimberly-Clark
-0.2,-0.9,Agility,Kindred Healthcare
0.7,1.7,Collaboration,Kindred Healthcare
1.8,0.6,Customer,Kindred Healthcare
-1.1,0.1,Diversity,Kindred Healthcare
1.1,-0.5,Execution,Kindred Healthcare
-1.3,1.5,Innovation,Kindred Healthcare
-0.1,-1,Integrity,Kindred Healthcare
-1,-0.6,Performance,Kindred Healthcare
0.1,-0.9,Respect,Kindred Healthcare
1.2,-1.3,Agility,KLA
0.6,0.6,Collaboration,KLA
-1.3,1.1,Customer,KLA
-1.2,-0.2,Diversity,KLA
0.4,-0.2,Execution,KLA
1.6,1.6,Innovation,KLA
-0.5,-1.2,Integrity,KLA
0.1,0.6,Performance,KLA
-0.9,-1.1,Respect,KLA
-0.3,-0.7,Agility,Kmart
-0.2,2.3,Collaboration,Kmart
1.6,0.7,Customer,Kmart
-1,-0.2,Diversity,Kmart
0.7,-0.6,Execution,Kmart
-1.3,0.7,Innovation,Kmart
-0.2,-0.8,Integrity,Kmart
-0.9,-0.8,Performance,Kmart
1.5,-0.8,Respect,Kmart
-0.5,-0.6,Agility,Kohl‰Ûªs
0.4,1.5,Collaboration,Kohl‰Ûªs
1.8,0.6,Customer,Kohl‰Ûªs
-1.1,0,Diversity,Kohl‰Ûªs
0.8,-0.8,Execution,Kohl‰Ûªs
-1.3,1.8,Innovation,Kohl‰Ûªs
0,-1,Integrity,Kohl‰Ûªs
-1,-0.5,Performance,Kohl‰Ûªs
0.9,-1,Respect,Kohl‰Ûªs
0.8,-1.2,Agility,KPMG
1.6,1.2,Collaboration,KPMG
-0.1,1.3,Customer,KPMG
-0.5,1.1,Diversity,KPMG
0.7,-0.6,Execution,KPMG
-1.6,0.8,Innovation,KPMG
-0.9,-0.7,Integrity,KPMG
0.8,-0.8,Performance,KPMG
-0.9,-1.1,Respect,KPMG
1.4,0,Agility,The Kraft Heinz Company
0.8,1.1,Collaboration,The Kraft Heinz Company
-1.3,0,Customer,The Kraft Heinz Company
-1.2,0.6,Diversity,The Kraft Heinz Company
1.3,0,Execution,The Kraft Heinz Company
-0.9,-0.4,Innovation,The Kraft Heinz Company
-0.3,-1.4,Integrity,The Kraft Heinz Company
0.7,1.7,Performance,The Kraft Heinz Company
-0.5,-1.6,Respect,The Kraft Heinz Company
-0.5,-0.8,Agility,Kroger
-0.3,1,Collaboration,Kroger
1.4,1.4,Customer,Kroger
-0.9,0.5,Diversity,Kroger
1,-0.9,Execution,Kroger
-1.4,1.4,Innovation,Kroger
0,-0.8,Integrity,Kroger
-0.9,-0.8,Performance,Kroger
1.4,-1,Respect,Kroger
1.7,-1.6,Agility,Kronos Incorporated
0.9,0.7,Collaboration,Kronos Incorporated
0.7,1.7,Customer,Kronos Incorporated
-1.5,0.5,Diversity,Kronos Incorporated
0.7,-0.2,Execution,Kronos Incorporated
0,1,Innovation,Kronos Incorporated
-0.7,-0.7,Integrity,Kronos Incorporated
-1,-1.2,Performance,Kronos Incorporated
-0.9,-0.3,Respect,Kronos Incorporated
1.7,-0.7,Agility,L‰ÛªOrÌ©al
1,0.2,Collaboration,L‰ÛªOrÌ©al
-1.3,0.1,Customer,L‰ÛªOrÌ©al
-0.6,0.9,Diversity,L‰ÛªOrÌ©al
1.3,-0.1,Execution,L‰ÛªOrÌ©al
-0.3,2.2,Innovation,L‰ÛªOrÌ©al
-0.7,-0.9,Integrity,L‰ÛªOrÌ©al
-0.8,-0.5,Performance,L‰ÛªOrÌ©al
-0.3,-1.2,Respect,L‰ÛªOrÌ©al
1.6,-1.4,Agility,L3 Technologies
0.7,0.3,Collaboration,L3 Technologies
-1.2,0.7,Customer,L3 Technologies
-1.1,1.5,Diversity,L3 Technologies
1.4,-0.7,Execution,L3 Technologies
-0.8,1.5,Innovation,L3 Technologies
0.2,-0.5,Integrity,L3 Technologies
-0.7,-0.3,Performance,L3 Technologies
-0.2,-1.1,Respect,L3 Technologies
1.9,-1.2,Agility,Lam Research
0.8,0.2,Collaboration,Lam Research
-1.2,1.3,Customer,Lam Research
